growth_rate_per_hr,cell_size,nutrient_type,cm_type,useless_type,model_k,model_ri,model_fU,model_fE,model_fR,model_fQ,model_a,model_e,model_r,model_ra,model_q,model_u,model_ra_over_r,model_growth_rate
0.42,1.36,6,0,0,0.934282844948617,0,0,0.453697613846777,0.0861765351943511,0.460125850958872,0.00917712590846833,0.449533973720134,0.085385682280517,0.085385682280517,0.455903218090881,0,1,0.419991879868303
0.47,1.67,5,0,0,1.0696478719989,0,0,0.443728331734052,0.0958777435693521,0.460393924696596,0.00975405270318153,0.439400182200423,0.0949425470055145,0.0949425470055145,0.455903218090881,0,1,0.470003469846611
0.7,1.7,4,0,0,1.77900957967316,0,0,0.398329218292122,0.140142127085929,0.461528654621948,0.0121887048068017,0.393474101034436,0.138433976067882,0.138433976067882,0.455903218090881,0,1,0.699994195093545
0.98,2.32,3,0,0,2.89440193964198,0,0,0.343699590293286,0.193511328401017,0.462789081305698,0.014879052883852,0.338585665913154,0.190632063112113,0.190632063112113,0.455903218090881,0,1,0.980003008154004
1.29,3.33,2,0,0,4.62876232192021,0,0,0.283715100070617,0.252165986638669,0.464118913290714,0.017701703086352,0.278692859608053,0.247702219214714,0.247702219214714,0.455903218090881,0,1,1.29000300794195
1.83,6.6,1,0,0,10.4030052797024,0,0,0.179983184510856,0.353558771232518,0.466458044256626,0.0226276002648122,0.175910596957357,0.34555858468695,0.34555858468695,0.455903218090881,0,1,1.82999886890299
0.74,2.28,3,1,0,2.89440193964198,0.129911909738817,0,0.258927608286632,0.279348621981226,0.461723769732143,0.0126061338462999,0.255663532200068,0.275827115862751,0.145915206123934,0.455903218090881,0,0.529009650365701,0.739993023495597
0.55,2.23,3,1,0,2.89440193964198,0.233291861849351,0,0.192064948199892,0.34712977304589,0.460805278754218,0.0106380306158593,0.190021755400708,0.343436995892552,0.110145134043201,0.455903218090881,0,0.320714236848442,0.549999337405983
0.45,2.42,3,1,0,2.89440193964198,0.287971901100345,0,0.156969938115215,0.382738207824011,0.460291854060774,0.00953446369119101,0.155473313939647,0.379089004278281,0.0911171031779365,0.455903218090881,0,0.240358074619989,0.45000226142948
0.3,2.44,3,1,0,2.89440193964198,0.370516089491864,0,0.104448426100297,0.436127071366498,0.459424502533205,0.00766455516174799,0.103647875376893,0.432784351370478,0.0622682618786139,0.455903218090881,0,0.143878265656861,0.29999861153065
0.88,2.67,3,0,1,2.89440193964198,0,0.0548305076665788,0.308483617708684,0.174111559053136,0.462574315571601,0.0144216772443944,0.304034766538906,0.171600578343953,0.171600578343953,0.455903218090881,0.0540397597818651,1,0.879998817988807
0.73,2.79,3,0,1,2.89440193964198,0,0.137116793937583,0.255696596469208,0.144990103238636,0.462196506354573,0.0136160446415483,0.252215020196991,0.143015911520356,0.143015911520356,0.455903218090881,0.135249805550223,1,0.730011643665013
0.61,3.22,3,0,1,2.89440193964198,0,0.203035177522467,0.213485926367171,0.121638212336222,0.46184068377414,0.012856090621419,0.210741331951397,0.1200744204554,0.1200744204554,0.455903218090881,0.200424938880902,1,0.609970119962859
0.4,5.39,3,0,1,2.89440193964198,0,0.31854004674539,0.139750846464796,0.0807100444645453,0.460999062325269,0.0110539145322427,0.138206052552166,0.0798178825311407,0.0798178825311407,0.455903218090881,0.31501893229357,1,0.40002386657725
0.24,7.13,3,0,1,2.89440193964198,0,0.406960361085836,0.0836632565960736,0.0493252576516452,0.460051124666445,0.00901618614359812,0.0829089331012238,0.048880531947077,0.048880531947077,0.455903218090881,0.40329113071722,1,0.239971776781829
1.12,3.11,2,0,1,4.62876232192021,0,0.0706459011667725,0.246132854844024,0.219464968848771,0.463756275140432,0.0169335866068297,0.241964942829737,0.215748639791605,0.215748639791605,0.455903218090881,0.0694496126809474,1,1.11999821059586
0.95,3.23,2,0,1,4.62876232192021,0,0.141345018817873,0.208587731294853,0.186728647639541,0.463338602247734,0.016047409218189,0.20524043861287,0.18373213661811,0.18373213661811,0.455903218090881,0.13907679745995,1,0.950009209185633
0.84,3.52,2,0,1,4.62876232192021,0,0.187136929945254,0.184309309991026,0.165532571724429,0.463021188339291,0.0153728823381498,0.181475944654708,0.162987858976178,0.162987858976178,0.455903218090881,0.184260095940083,1,0.84000901495259
0.65,4.24,2,0,1,4.62876232192021,0,0.266358042836728,0.142412720070959,0.128857897037135,0.462371340055178,0.0139890200883234,0.140420505669054,0.127055301326943,0.127055301326943,0.455903218090881,0.262631954824799,1,0.649973145865899
0.52,6.05,2,0,1,4.62876232192021,0,0.320672440555359,0.113794977868032,0.103699466847192,0.461833114729418,0.0128399121877851,0.112333860344795,0.102367974798954,0.102367974798954,0.455903218090881,0.316555034577585,1,0.519966740239835
0.42,7.61,2,0,1,4.62876232192021,0,0.362541042706442,0.0918159979480857,0.0843062739657277,0.461336685379744,0.0117776614369842,0.0907346202097544,0.0833133432139457,0.0833133432139457,0.455903218090881,0.358271157048435,1,0.419988991320651
1.71,8.69542953702427,7,0,0,8.60995020935052,0,0,0.202975781435925,0.331093482360888,0.465930736203187,0.0215214780506205,0.198607442610944,0.323967861247554,0.323967861247554,0.455903218090881,0,1,1.71000019208667
1.63,7.67243782678612,7,1,0,8.60995020935052,0.0244683644791986,0,0.19333193891092,0.341091088600022,0.465576972489058,0.0207779915455426,0.189314889518746,0.334003900844831,0.309535536365632,0.455903218090881,0,0.926742279304798,1.6299917726451
0.98,6.11237546867294,7,1,0,8.60995020935052,0.224764858604072,0,0.11554035004276,0.421672298942892,0.462787351014348,0.0148753696668202,0.11382164462444,0.415399767617859,0.190634909013786,0.455903218090881,0,0.458919151801641,0.979998692962818
0.96,5.16610813670265,7,1,0,8.60995020935052,0.230980148079924,0,0.113160940233667,0.424139193934869,0.462699865831464,0.0146891067892782,0.1114987070982,0.417908968021641,0.186928819941717,0.455903218090881,0,0.44729554578986,0.959998316522457
0.78,4.83363583087525,7,1,0,8.60995020935052,0.287100905645883,0,0.0917848781974072,0.446318347066192,0.461896774736401,0.0129759655692346,0.0905938807781413,0.440526935561743,0.15342602991586,0.455903218090881,0,0.348278430966354,0.780008802771634
0.55,7.28881593544681,7,1,0,8.60995020935052,0.359435340891337,0,0.0645670898218067,0.47461916038187,0.460813749796324,0.0106562178485622,0.0638790488468179,0.469561515213739,0.110126174322402,0.455903218090881,0,0.234529812930418,0.549995429991772
0.38,8.33738243844091,7,1,0,8.60995020935052,0.413561923842082,0,0.0445185245735182,0.495582218710069,0.459899256716413,0.00868894343092219,0.0441317056318708,0.491276132846326,0.0777142090042444,0.455903218090881,0,0.158188448020034,0.379971788144121
0.21,8.9511774645838,7,1,0,8.60995020935052,0.468665738698627,0,0.0245475945828906,0.516624624166357,0.458827781250752,0.00637398884587763,0.0243911284888261,0.513331664574415,0.0446659258757884,0.455903218090881,0,0.0870118267744486,0.210006401838664
1.51,3.63162057134543,8,0,0,6.38180707252047,0,0,0.2413635381708,0.293574817791411,0.465061644037788,0.0196929290220352,0.236610383145096,0.287793469741988,0.287793469741988,0.455903218090881,0,1,1.51000181658715
1.34,3.58047098583352,8,1,0,6.38180707252047,0.0591364801705326,0,0.213849543386837,0.321820894111752,0.46432956250141,0.0181473356232918,0.209968743950109,0.315980702335718,0.256844222165186,0.455903218090881,0,0.812847810852379,1.33998001514904
1.17,3.40144743654185,8,1,0,6.38180707252047,0.1184591364931,0,0.186430552167182,0.34995854154528,0.463610906287538,0.0166253383864015,0.183331081151839,0.344140362370878,0.225681225877778,0.455903218090881,0,0.655782496197184,1.16998359030763
0.86,3.17127430173826,8,1,0,6.38180707252047,0.227242437953347,0,0.136636898184955,0.401103009194307,0.462260092620738,0.0137517268553672,0.134757904882751,0.395587150171001,0.168344712217654,0.455903218090881,0,0.425556573677591,0.859998950458781
0.69,3.35029785102994,8,1,0,6.38180707252047,0.287329066531518,0,0.109444174044538,0.429072678911144,0.461483147044318,0.0120912951841794,0.108120852229977,0.423884634494963,0.136555567963445,0.455903218090881,0,0.322152672804816,0.690006419448205
0.54,3.06897513071445,8,1,0,6.38180707252047,0.340694939162817,0,0.0855191100728988,0.453724866096741,0.46075602383036,0.0105322675960622,0.0846183999210339,0.448946114392023,0.108251175229206,0.455903218090881,0,0.241122869224079,0.54001830308142
0.51,3.29914826551803,8,1,0,6.38180707252047,0.351426012747345,0,0.0807379532893633,0.458659920024692,0.460602126685945,0.0102016650007083,0.0799142917370624,0.453980825171348,0.102554812424004,0.455903218090881,0,0.225901198327696,0.509997592203049
0.31,3.01782554520254,8,1,0,6.38180707252047,0.4235126668662,0,0.0489590500466472,0.491547112584343,0.459493837369009,0.00781429256742102,0.0485764697057597,0.487706019635938,0.0641933527697384,0.455903218090881,0,0.131623047871456,0.310005657926294
1.03,2.65977844661919,9,0,0,3.13188670390059,0,0,0.333996120869079,0.20299894025898,0.463004938871941,0.0153383261922914,0.328873179420229,0.199885276296599,0.199885276296599,0.455903218090881,0,1,1.02999353789573
0.87,2.3784557263037,9,1,0,3.13188670390059,0.0822571596519435,0,0.281691380351637,0.255997112332412,0.462311507315951,0.0138614097284198,0.277786740711619,0.25244863146908,0.170191471817137,0.455903218090881,0,0.674162782450978,0.869996599754601
0.75,2.27615655527988,9,1,0,3.13188670390059,0.14412345706404,0,0.24255320402548,0.29568650260182,0.4617602933727,0.0126842332826826,0.239476602602159,0.291935946024278,0.147812488960238,0.455903218090881,0,0.506318221422263,0.750013587584987
0.67,2.09713300598821,9,1,0,3.13188670390059,0.185483327181021,0,0.216501512062431,0.322112257029872,0.461386230907697,0.0118837807665597,0.213928655557452,0.318284345585107,0.132801018404086,0.455903218090881,0,0.417240182390861,0.670000311923713
0.54,2.0459834204763,9,1,0,3.13188670390059,0.252897683815758,0,0.17425306273394,0.364995734690418,0.460751202575642,0.010521913904207,0.172419587010309,0.361155280994603,0.108257597178845,0.455903218090881,0,0.299753604268805,0.539998612049619
0.46,2.02040862772034,9,1,0,3.13188670390059,0.294544366960764,0,0.148310830445127,0.39133574195955,0.460353427595324,0.00966694117536705,0.146877118371544,0.387552722362208,0.0930083554014442,0.455903218090881,0,0.239988909985048,0.460002494135072
0.34,2.14828259150011,9,1,0,3.13188670390059,0.357335319444044,0,0.109457040771163,0.430874029102499,0.459668930126337,0.00819222659756731,0.108560343890467,0.427344211421085,0.0700088919770413,0.455903218090881,0,0.163823190079572,0.339998697601429
0.25,2.25058176252393,9,1,0,3.13188670390059,0.40477930463558,0,0.0803825537788534,0.460522545589635,0.459094900631512,0.0069521193466551,0.0798237246715939,0.45732093789087,0.05254163325529,0.455903218090881,0,0.114890067132303,0.249998861954787
0.65,1.56006235811318,10,0,0,1.61136569562516,0,0,0.40815181457822,0.130552188869087,0.461295996552693,0.011690494827861,0.403380317900911,0.129025969180347,0.129025969180347,0.455903218090881,0,1,0.649993206555901
0.59,1.50891277260127,10,1,0,1.61136569562516,0.0491719009817699,0,0.370241244095543,0.168757907309387,0.46100084859507,0.0110577464655957,0.366147210287228,0.166891825156295,0.117719924174525,0.455903218090881,0,0.705366629337776,0.589997054205692
0.46,1.50891277260127,10,1,0,1.61136569562516,0.15594369260349,0,0.288261092477326,0.251389209375985,0.460349698146689,0.00965891815224205,0.285476802178612,0.248961061578265,0.0930173689747751,0.455903218090881,0,0.373622157557894,0.460007525927386
0.43,1.63678673638104,10,1,0,1.61136569562516,0.180640829553806,0,0.269361986190819,0.270457897208958,0.460180116600223,0.00929396632983588,0.266858544960623,0.26794427061866,0.087303441064854,0.455903218090881,0,0.325826862665427,0.430006704933994
0.34,1.73908590740485,10,1,0,1.61136569562516,0.254894658594943,0,0.212743217909776,0.327588852296517,0.459667929793707,0.00819006821841008,0.211000836442091,0.324905877248618,0.0700112186536748,0.455903218090881,0,0.215481539597088,0.339999509591001
0.31,1.84138507842867,10,1,0,1.61136569562516,0.27970623712726,0,0.193894087558832,0.346623930033768,0.459481982407401,0.00778869347121975,0.192383905944954,0.343924182492945,0.0642179453656851,0.455903218090881,0,0.186721227045447,0.310000826430077
0.27,1.84138507842867,10,1,0,1.61136569562516,0.312851662342012,0,0.168782826909299,0.371986692791008,0.459230480299693,0.00724529915052816,0.16755994483687,0.369291537921721,0.0564398755797091,0.455903218090881,0,0.152832842846436,0.270000347070976
0.24,1.89253466394058,10,1,0,1.61136569562516,0.337769619880088,0,0.14996298061,0.390997877030601,0.459039142359399,0.00683149644363681,0.148938509041285,0.388326776424197,0.0505571565441092,0.455903218090881,0,0.130192300952438,0.239994404226685
0.36,1.15086567401792,11,0,0,0.779589161013477,0,0,0.465711546546739,0.0745079181187051,0.459780535334556,0.0084329738770986,0.461784213240447,0.073879594791573,0.073879594791573,0.455903218090881,0,1,0.360001967369389
0.32,1.09971608850601,11,1,0,0.779589161013477,0.0595495508509991,0,0.413754285810811,0.126696771196068,0.459548942993121,0.00793326795290776,0.41047186219481,0.125691651761401,0.0661421009104024,0.455903218090881,0,0.526225091193478,0.319999414668091
0.28,1.02299171023815,11,1,0,0.779589161013477,0.119150683364977,0,0.361845734273425,0.178857299052934,0.45929696667364,0.00738900717620194,0.359172053546201,0.177535721186716,0.0583850378217388,0.455903218090881,0,0.328863608019113,0.28000663988357
0.23,0.971842124726242,11,1,0,0.779589161013477,0.193802917057857,0,0.296992338832748,0.244050638164491,0.458957023002762,0.0066537927492667,0.295016213362034,0.242426775797818,0.0486238587399605,0.455903218090881,0,0.200571321298735,0.229991442260281
0.21,0.997416917482195,11,1,0,0.779589161013477,0.223697530595704,0,0.271087736426781,0.270088910941445,0.458823352631774,0.00636439824639067,0.269362426112448,0.26836995755028,0.0446724269545759,0.455903218090881,0,0.166458374709123,0.209992027781558
0.801,1.99615067209644,12,0,0,2.14419233708439,0,0,0.378560731508118,0.159443400237526,0.461995868254356,0.0131876724060229,0.373568396595205,0.157340712907891,0.157340712907891,0.455903218090881,0,1,0.801002493356342
0.814,2.12171498856703,13,0,0,2.19399584299104,0,0,0.376032495904863,0.161899014676497,0.462068489418641,0.0133427651288589,0.371015182631185,0.159738834149075,0.159738834149075,0.455903218090881,0,1,0.814005768379383
1.093,2.82036772380078,14,0,0,3.45158268877613,0,0,0.321785023324059,0.2149399512811,0.463275025394841,0.0159123779609692,0.316664658410747,0.211519745537403,0.211519745537403,0.455903218090881,0,1,1.09299425311774
1.37,3.79590587484146,15,0,0,5.20211471398136,0,0,0.268301136537222,0.267232080082884,0.464466783379894,0.0184374116631043,0.263354358033206,0.262305012212808,0.262305012212808,0.455903218090881,0,1,1.36999958091566
1.548,4.90022794021095,16,0,0,6.74885826676391,0,0,0.23406418593897,0.300706909233068,0.465228904827962,0.0200453725903588,0.229372282121765,0.294679127196996,0.294679127196996,0.455903218090881,0,1,1.54800102236398
1.838,7.75601124045215,17,0,0,10.5390145953155,0,0,0.178452159892934,0.35505098228622,0.466496857820845,0.0227089197973393,0.174399704106263,0.346988158005516,0.346988158005516,0.455903218090881,0,1,1.83800102699462
2.419,12.8526346500145,18,0,0,36.9193453714751,0,0,0.067439999431444,0.46330557950255,0.469254421066006,0.0284519492534447,0.0655211999899682,0.450123632665706,0.450123632665706,0.455903218090881,0,1,2.41899981158313
