si_jun_excel_raw_number,growth_rate_per_hr,estim_SA_over_V,estim_aspect_ratio,estim_vol_um3,estim_C_plus_D_hrs,nutrient_type,cm_type,useless_type,model_k,model_ri,model_fU,model_fE,model_fR,model_fQ,model_a,model_e,model_r,model_ra,model_q,model_u,model_ra_over_r,model_growth_rate
202,1.71,4.306,4.0089,3.4,1.37,7,0,0,11.8270126475557,0,0,0.169606846726061,0.299909822869258,0.530483330404681,0.147532944747687,0.144584249179196,0.255663243542599,0.255663243542599,0.452219562530518,0,1,1.7099997436797
203,1.63,4.473,3.9774,3,1.35,7,1,0,11.8270126475557,0.0188246569523746,0,0.160875846556831,0.311254049797259,0.52787010364591,0.1433127972069,0.137820278983743,0.266647361278838,0.247822704326464,0.452219562530518,0,0.929402425502763,1.63000218263039
204,0.98,4.87,4.1282,2.39,1.88,7,1,0,11.8270126475557,0.180942616703903,0,0.0927731318885605,0.400913593646659,0.50631327446478,0.106838423289305,0.0828613967539759,0.358080617426201,0.177138000722297,0.452219562530518,0,0.494687486844509,0.980002787403406
205,0.96,5.107,4.0063,2.02,2.05,7,1,0,11.8270126475557,0.186261166657848,0,0.0907559011212884,0.403621438566755,0.505622660311957,0.105618481870433,0.0811704006240748,0.360991554974974,0.174730388317126,0.452219562530518,0,0.484029019264009,0.960003354788098
206,0.78,5.111,3.6121,1.89,2.48,7,1,0,11.8270126475557,0.235368289692084,0,0.0728121501167385,0.427931177499911,0.49925667238335,0.0942142838638221,0.0659522055369049,0.387613948068755,0.152245658376671,0.452219562530518,0,0.392776521936888,0.780017569019169
207,0.55,4.619,4.2042,2.85,3.92,7,1,0,11.8270126475557,0.302295255980566,0,0.0504474044930155,0.459023626527098,0.490528968979887,0.078098152957281,0.0465075553806222,0.423174729131579,0.120879473151013,0.452219562530518,0,0.285649082588359,0.550045445693517
208,0.38,4.273,3.609,3.26,6.12,7,1,0,11.8270126475557,0.356370388408638,0,0.0343402659546271,0.482358615897313,0.48330111814806,0.0643109532554822,0.0321318107160383,0.451337673497962,0.094967285089323,0.452219562530518,0,0.210412936179926,0.380023331727452
209,0.21,4.299,4.0165,3.5,11.44,7,1,0,11.8270126475557,0.417595101972511,0,0.0186393762255309,0.506650332373464,0.474710291401005,0.0473777992133071,0.0177562836012564,0.482646354654919,0.0650512526824076,0.452219562530518,0,0.134780366732321,0.210003790725646
241,1.51,6.0025,4.6614,1.42,1.13,8,0,0,8.62212541026473,0,0,0.20291030891525,0.273138933348695,0.523950757736054,0.136904459334081,0.175130982779897,0.235744995355505,0.235744995355505,0.452219562530518,0,1,1.51000129675118
242,1.34,5.9997,4.6452,1.4,1.32,8,1,0,8.62212541026473,0.0467973800215976,0,0.178151954197637,0.303467922036851,0.518380123765512,0.127629432923477,0.155414521309184,0.264736483236822,0.217939103215224,0.452219562530518,0,0.823230332859961,1.34000349330404
243,1.17,6.0251,4.4244,1.33,1.38,8,1,0,8.62212541026473,0.0947957277813651,0,0.153859920915852,0.333392914973344,0.512747164110804,0.118045707157155,0.135697417748196,0.29403731256413,0.199241584782765,0.452219562530518,0,0.677606467850267,1.17000015367403
244,0.86,6.1566,4.3805,1.24,2,8,1,0,8.62212541026473,0.186223795372106,0,0.110750907152395,0.387124499640276,0.502124593207329,0.0993877443007554,0.099743624311256,0.34864906885747,0.162425273485365,0.452219562530518,0,0.465870377963824,0.86000203768598
245,0.69,5.9842,4.2364,1.31,2.5,8,1,0,8.62212541026473,0.239219773733932,0,0.0877679065168965,0.416277015536784,0.495955077946319,0.0881844291158462,0.080028143786011,0.379567864567625,0.140348090833693,0.452219562530518,0,0.369757568896322,0.690012692073685
246,0.54,6.1404,4.1342,1.2,2.91,8,1,0,8.62212541026473,0.288380062925917,0,0.0678825934404673,0.441988678111823,0.49012872844771,0.0773453252521115,0.0626321921718575,0.407802920045513,0.119422857119596,0.452219562530518,0,0.292844536538061,0.540022615625556
247,0.51,5.9546,3.992,1.29,3.57,8,1,0,8.62212541026473,0.2985566706605,0,0.0639524127286953,0.447140517337241,0.488907069934064,0.0750398381608468,0.0591534340275383,0.413587165281097,0.115030494620597,0.452219562530518,0,0.278128782217929,0.510028326633257
248,0.31,6.0751,3.8593,1.18,5.76,8,1,0,8.62212541026473,0.370664540605831,0,0.0381643639291316,0.481840655253888,0.479994980816981,0.057866059847516,0.0359559425619661,0.45395843506,0.0832938944541691,0.452219562530518,0,0.183483526290596,0.310016646013547
300,1.03,6.2728,3.7971,1.04,1.1,9,0,0,4.04174444989783,0,0,0.286290870826689,0.205682416914619,0.508026712258692,0.109850817647078,0.254841584581483,0.18308803524092,0.18308803524092,0.452219562530518,0,1,1.03000456008538
301,0.87,6.5012,3.7134,0.93,1.16,9,1,0,4.04174444989783,0.0688264881942735,0,0.239176800741722,0.258347724986709,0.502475474271568,0.100016646213242,0.215255139279523,0.232508651976718,0.163682163782444,0.452219562530518,0,0.703983109406331,0.870006264494995
302,0.75,6.5616,3.6062,0.89,1.22,9,1,0,4.04174444989783,0.121641975506978,0,0.204427772336008,0.297398626594779,0.498173601069213,0.0922450295239755,0.185570326441353,0.269965081504154,0.148323105997176,0.452219562530518,0,0.549415891754482,0.750027836960066
303,0.67,6.687,3.4736,0.82,1.4,9,1,0,4.04174444989783,0.157564405819533,0,0.181526504075219,0.323278157763375,0.495195338161406,0.0867855012336164,0.165772635431865,0.295222300804,0.137657894984467,0.452219562530518,0,0.466285557051665,0.670010629201678
304,0.54,6.7065,3.3853,0.8,1.59,9,1,0,4.04174444989783,0.21742132014241,0,0.144799741396497,0.36507290518152,0.490127353421983,0.0773427367944259,0.133600533109766,0.33683716756529,0.119415847422879,0.452219562530518,0,0.354520993885666,0.53997921319979
305,0.46,6.7415,3.4141,0.79,2.2,9,1,0,4.04174444989783,0.25537879547109,0,0.122521401688499,0.390658475886251,0.48682012242525,0.0710746296236858,0.113813238442514,0.362892569403282,0.107513773932192,0.452219562530518,0,0.29626887678902,0.460004024799929
306,0.34,6.5799,3.3875,0.84,2.93,9,1,0,4.04174444989783,0.314585805689805,0,0.0895540266945526,0.42900083519287,0.481445138112577,0.0607038544342415,0.0841177520940863,0.402958830941154,0.088373025251349,0.452219562530518,0,0.219310307817164,0.339982457664155
307,0.25,6.5332,3.5093,0.88,4.9,9,1,0,4.04174444989783,0.361506831948169,0,0.0652363426162689,0.457830109025111,0.47693354835862,0.0518185099646601,0.0618558925463498,0.434106034958472,0.072599203010303,0.452219562530518,0,0.16723840989045,0.250005710392686
328,0.65,7.7214,4.2886,0.61,1.39,10,0,0,1.98492663126246,0,0,0.358041115263592,0.147520784390624,0.494438100345784,0.0853869023963578,0.327469093500696,0.134924441572428,0.134924441572428,0.452219562530518,0,1,0.650002124604909
329,0.59,7.4914,3.5909,0.59,1.61,10,1,0,1.98492663126246,0.0428749912839241,0,0.323475397247383,0.18440652410586,0.492118078646756,0.0810750871537839,0.297249601223447,0.169455749092251,0.126580757808327,0.452219562530518,0,0.746984144748119,0.590018649600567
330,0.46,7.3939,3.3415,0.59,2.08,10,1,0,1.98492663126246,0.137442564964768,0,0.249480799152095,0.263699412245125,0.486819788602781,0.0710739926402099,0.231749202669285,0.244957242159987,0.107514677195219,0.452219562530518,0,0.438912016836796,0.460005164152106
331,0.43,7.1891,3.3381,0.64,2.55,10,1,0,1.98492663126246,0.159652605114153,0,0.232589136725107,0.281884495668279,0.485526367606615,0.06859937440737,0.216633667451814,0.262547395610298,0.102894790496145,0.452219562530518,0,0.391909393185802,0.430001935753163
332,0.34,7.1123,3.4687,0.68,3.02,10,1,0,1.98492663126246,0.227418284298373,0,0.182351853326858,0.336208093439222,0.48144005323392,0.0606939337662556,0.171284202018884,0.315802301684342,0.088384017385969,0.452219562530518,0,0.279871352788025,0.339986574101823
333,0.31,7.0138,3.5393,0.72,3.22,10,1,0,1.98492663126246,0.250447238538825,0,0.165768406276108,0.354241050929521,0.479990542794371,0.0578573488181216,0.156177485771167,0.333745602880194,0.0832983643413684,0.452219562530518,0,0.249586402405039,0.310000850710803
334,0.27,6.9887,3.4954,0.72,3.29,10,1,0,1.98492663126246,0.281611193396101,0,0.14377642686594,0.378236630919456,0.477986942214604,0.053908124696254,0.136025709318069,0.357846603455159,0.0762354100590586,0.452219562530518,0,0.213039356313498,0.270001052961801
335,0.24,6.8689,3.3843,0.74,3.85,10,1,0,1.98492663126246,0.305377905654041,0,0.127373340879061,0.396242021200825,0.476384637920114,0.0507259753276268,0.120912203932232,0.376142258209623,0.0707643525555824,0.452219562530518,0,0.188131886303893,0.240001853629725
343,0.36,8.2154,3.5897,0.45,2.05,11,0,0,0.91473325009606,0,0,0.419798058103844,0.0978263295457212,0.482375612350434,0.0625157015566715,0.393554087989354,0.0917106479234563,0.0917106479234563,0.452219562530518,0,1,0.359997009995093
344,0.32,8.369,3.6462,0.43,2.21,11,1,0,0.91473325009606,0.0541240686037781,0,0.371702278619429,0.147803445860294,0.480494275520277,0.0588450569138266,0.34982943687907,0.139105943676586,0.0849818750728077,0.452219562530518,0,0.610914766304927,0.320000617775666
345,0.28,8.4656,3.481,0.4,2.68,11,1,0,0.91473325009606,0.108741651017796,0,0.32387881880424,0.197623662859626,0.478497518336134,0.0549176428270547,0.3060921575139,0.186770637128527,0.0780289861107304,0.452219562530518,0,0.417779728710967,0.279992674071605
346,0.23,8.5469,3.2939,0.38,3.22,11,1,0,0.91473325009606,0.17781931039172,0,0.264575872056935,0.259583384169992,0.475840743773073,0.0496409388049801,0.251442077382882,0.24669742128162,0.0688781108899001,0.452219562530518,0,0.279200773693016,0.230002428655349
347,0.21,8.4034,3.1212,0.39,3.43,11,1,0,0.91473325009606,0.205776632306545,0,0.240991520822076,0.284302068721446,0.474706410456478,0.0473700110860872,0.229575749809081,0.270834676574314,0.0650580442677691,0.452219562530518,0,0.240213125921185,0.2100005717661
