RA,E,Q,U,X,A,RI,size,t
100,10,0,0,0,0,0,110,0
100,10,0,0,0,0,0,110,0.005
100,10,0,0,0,0,0,110,0.01
100,10,0,0,0,0,0,110,0.015
100,10,0,0,0,1,0,111,0.02
100,10,1,0,0,1,0,112,0.025
100,11,1,0,0,0,0,112,0.03
100,11,1,0,0,0,0,112,0.035
100,11,1,0,0,0,0,112,0.04
100,11,1,0,0,0,0,112,0.045
100,11,1,0,0,0,0,112,0.05
100,11,1,0,0,0,0,112,0.055
100,11,1,0,0,0,0,112,0.06
100,11,1,0,0,0,0,112,0.065
100,11,1,0,0,0,0,112,0.07
100,11,1,0,0,0,0,112,0.075
100,11,1,0,0,0,0,112,0.08
100,11,1,0,0,0,0,112,0.085
100,11,1,0,0,0,0,112,0.09
100,11,1,0,0,2,0,114,0.095
101,11,1,0,0,1,0,114,0.1
101,11,1,0,0,1,0,114,0.105
101,12,1,0,0,1,0,115,0.11
101,12,2,0,0,0,0,115,0.115
101,12,2,0,0,0,0,115,0.12
101,12,2,0,0,0,0,115,0.125
101,12,2,0,0,0,0,115,0.13
101,12,2,0,0,1,0,116,0.135
101,12,2,0,0,1,0,116,0.14
101,12,2,0,0,2,0,117,0.145
101,12,2,0,0,2,0,117,0.15
101,13,2,0,0,1,0,117,0.155
101,13,3,0,0,0,0,117,0.16
101,13,3,0,0,0,0,117,0.165
101,13,3,0,0,1,0,118,0.17
101,13,3,0,0,1,0,118,0.175
101,14,3,0,0,0,0,118,0.18
101,14,3,0,0,0,0,118,0.185
101,14,3,0,0,0,0,118,0.19
101,14,3,0,0,0,0,118,0.195
101,15,3,0,0,0,0,119,0.2
101,15,3,0,0,0,0,119,0.205
101,15,3,0,0,0,0,119,0.21
101,15,3,0,0,0,0,119,0.215
101,15,3,0,0,0,0,119,0.22
101,15,3,0,0,0,0,119,0.225
101,15,3,0,0,0,0,119,0.23
101,15,3,0,0,1,0,120,0.235
101,16,3,0,0,0,0,120,0.24
101,16,3,0,0,0,0,120,0.245
101,16,3,0,0,1,0,121,0.25
101,16,3,0,0,2,0,122,0.255
102,16,3,0,1,0,0,122,0.26
102,16,3,0,1,0,0,122,0.265
102,16,3,0,1,0,0,122,0.27
102,16,3,0,1,0,0,122,0.275
102,16,3,0,1,0,0,122,0.28
102,16,3,0,1,0,0,122,0.285
102,16,3,0,1,0,0,122,0.29
102,16,3,0,1,1,0,123,0.295
102,16,3,0,1,1,0,123,0.3
102,16,3,0,1,1,0,123,0.305
102,16,3,0,1,3,0,125,0.31
102,16,3,0,2,2,0,125,0.315
102,16,4,0,2,1,0,125,0.32
102,16,4,0,2,1,0,125,0.325
103,16,4,0,2,0,0,125,0.33
103,16,4,0,2,1,0,126,0.335
103,16,4,0,2,2,0,127,0.34
103,17,4,0,2,1,0,127,0.345
103,17,5,0,2,1,0,128,0.35
104,17,5,0,2,0,0,128,0.355
104,17,5,0,2,0,0,128,0.36
104,17,5,0,2,0,0,128,0.365
104,17,5,0,2,0,0,128,0.37
104,17,5,0,2,0,0,128,0.375
104,17,5,0,2,0,0,128,0.38
104,17,5,0,2,0,0,128,0.385
104,17,5,0,2,0,0,128,0.39
104,17,5,0,2,1,0,129,0.395
105,17,5,0,2,0,0,129,0.4
105,17,5,0,2,0,0,129,0.405
105,17,5,0,2,0,0,129,0.41
105,17,5,0,2,0,0,129,0.415
105,17,5,0,2,1,0,130,0.42
105,17,5,0,2,1,0,130,0.425
105,18,5,0,2,1,0,131,0.43
105,18,5,0,2,2,0,132,0.435
105,18,6,0,2,1,0,132,0.44
105,19,6,0,2,0,0,132,0.445
105,19,6,0,2,0,0,132,0.45
105,19,6,0,2,0,0,132,0.455
105,19,6,0,2,0,0,132,0.46
105,19,6,0,2,0,0,132,0.465
105,19,6,0,2,1,0,133,0.47
105,19,6,0,2,2,0,134,0.475
106,19,6,0,2,2,0,135,0.48
106,20,6,0,2,1,0,135,0.485
106,20,6,0,2,1,0,135,0.49
106,20,6,0,3,0,0,135,0.495
107,20,6,0,3,0,0,136,0.5
107,20,6,0,3,0,0,136,0.505
107,20,6,0,3,0,0,136,0.51
107,20,6,0,3,0,0,136,0.515
107,20,6,0,3,0,0,136,0.52
107,20,6,0,3,0,0,136,0.525
107,20,6,0,3,0,0,136,0.53
107,20,6,0,3,0,0,136,0.535
107,20,7,0,3,0,0,137,0.54
107,20,7,0,3,0,0,137,0.545
107,20,7,0,3,0,0,137,0.55
107,20,7,0,3,0,0,137,0.555
107,20,7,0,3,0,0,137,0.56
107,20,7,0,3,0,0,137,0.565
107,20,7,0,3,0,0,137,0.57
107,20,7,0,3,0,0,137,0.575
107,20,7,0,3,0,0,137,0.58
107,20,8,0,3,0,0,138,0.585
107,20,8,0,3,0,0,138,0.59
107,20,8,0,3,0,0,138,0.595
107,20,9,0,3,0,0,139,0.6
107,20,9,0,3,1,0,140,0.605
107,20,9,0,3,1,0,140,0.61
109,20,9,0,3,0,0,141,0.615
109,20,9,0,3,1,0,142,0.62
109,20,9,0,3,1,0,142,0.625
110,20,9,0,3,0,0,142,0.63
110,20,9,0,3,0,0,142,0.635
110,20,9,0,3,1,0,143,0.64
111,20,9,0,3,0,0,143,0.645
111,20,9,0,3,1,0,144,0.65
111,20,9,0,4,0,0,144,0.655
112,20,9,0,4,0,0,145,0.66
112,20,9,0,4,0,0,145,0.665
112,20,9,0,4,0,0,145,0.67
112,20,10,0,4,0,0,146,0.675
112,20,11,0,4,0,0,147,0.68
112,20,11,0,4,1,0,148,0.685
112,21,11,0,4,2,0,150,0.69
112,21,12,0,4,1,0,150,0.695
112,23,12,0,4,1,0,152,0.7
112,24,13,0,4,0,0,153,0.705
112,24,13,0,5,0,0,154,0.71
112,24,13,0,5,1,0,155,0.715
112,24,14,0,5,0,0,155,0.72
112,24,14,0,5,1,0,156,0.725
113,24,14,0,5,1,0,157,0.73
113,24,14,0,6,0,0,157,0.735
113,24,14,0,6,0,0,157,0.74
113,24,14,0,6,0,0,157,0.745
113,24,14,0,6,0,0,157,0.75
113,24,14,0,6,0,0,157,0.755
113,24,14,0,6,0,0,157,0.76
113,24,14,0,6,0,0,157,0.765
113,24,14,0,6,0,0,157,0.77
113,24,14,0,6,1,0,158,0.775
113,25,14,0,6,0,0,158,0.78
113,25,14,0,6,0,0,158,0.785
113,25,14,0,6,0,0,158,0.79
113,25,14,0,6,0,0,158,0.795
113,26,14,0,6,0,0,159,0.8
113,26,14,0,6,0,0,159,0.805
113,26,14,0,6,0,0,159,0.81
113,26,14,0,6,0,0,159,0.815
113,26,14,0,6,0,0,159,0.82
113,26,15,0,6,0,0,160,0.825
113,26,15,0,6,0,0,160,0.83
113,27,15,0,6,0,0,161,0.835
113,27,15,0,6,0,0,161,0.84
113,27,15,0,6,0,0,161,0.845
113,27,15,0,6,0,0,161,0.85
113,27,15,0,6,0,0,161,0.855
113,27,15,0,6,1,0,162,0.86
113,27,15,0,6,2,0,163,0.865
113,29,15,0,6,1,0,164,0.87
113,29,16,0,6,0,0,164,0.875
113,29,16,0,6,1,0,165,0.88
113,29,16,0,6,1,0,165,0.885
113,29,16,0,7,1,0,166,0.89
113,29,16,0,7,2,0,167,0.895
114,29,17,0,7,0,0,167,0.9
114,29,17,0,7,0,0,167,0.905
114,29,17,0,7,0,0,167,0.91
114,29,17,0,7,1,0,168,0.915
114,29,19,0,7,0,0,169,0.92
114,29,19,0,7,0,0,169,0.925
114,29,19,0,7,0,0,169,0.93
114,29,20,0,7,0,0,170,0.935
114,29,20,0,7,0,0,170,0.94
114,29,20,0,7,0,0,170,0.945
114,30,20,0,7,0,0,171,0.95
114,30,20,0,7,1,0,172,0.955
114,30,20,0,7,1,0,172,0.96
114,30,21,0,7,0,0,172,0.965
114,30,21,0,7,0,0,172,0.97
114,30,21,0,7,0,0,172,0.975
114,30,21,0,7,0,0,172,0.98
114,30,21,0,7,0,0,172,0.985
114,30,22,0,7,0,0,173,0.99
114,30,22,0,7,0,0,173,0.995
114,30,22,0,7,0,0,173,1
114,30,22,0,7,0,0,173,1.005
114,30,22,0,7,0,0,173,1.01
114,30,22,0,7,1,0,174,1.015
114,30,22,0,7,2,0,175,1.02
114,31,22,0,7,2,0,176,1.025
115,31,22,0,7,2,0,177,1.03
115,31,22,0,8,3,0,179,1.035
115,32,24,0,8,0,0,179,1.04
115,33,24,0,8,1,0,181,1.045
115,33,24,0,9,0,0,181,1.05
115,33,24,0,10,1,0,183,1.055
115,33,24,0,10,1,0,183,1.06
116,33,24,0,10,0,0,183,1.065
116,33,24,0,10,0,0,183,1.07
116,33,24,0,10,1,0,184,1.075
116,33,24,0,11,0,0,184,1.08
116,33,24,0,11,0,0,184,1.085
116,33,24,0,11,0,0,184,1.09
116,33,24,0,11,0,0,184,1.095
116,33,24,0,11,1,0,185,1.1
116,33,24,0,11,1,0,185,1.105
116,33,24,0,11,1,0,185,1.11
117,33,24,0,11,0,0,185,1.115
117,33,24,0,11,1,0,186,1.12
117,33,24,0,11,1,0,186,1.125
118,33,24,0,11,0,0,186,1.13
118,33,24,0,11,1,0,187,1.135
118,33,24,0,11,1,0,187,1.14
118,33,24,0,11,1,0,187,1.145
119,33,24,0,11,1,0,188,1.15
119,33,24,0,11,1,0,188,1.155
119,33,25,0,11,0,0,188,1.16
119,33,25,0,11,0,0,188,1.165
119,33,25,0,11,0,0,188,1.17
119,34,25,0,11,0,0,189,1.175
119,34,25,0,11,0,0,189,1.18
119,34,25,0,11,0,0,189,1.185
119,34,25,0,11,0,0,189,1.19
119,34,25,0,11,0,0,189,1.195
119,34,25,0,11,0,0,189,1.2
119,34,25,0,11,0,0,189,1.205
119,34,25,0,11,1,0,190,1.21
119,34,25,0,12,0,0,190,1.215
119,34,25,0,12,0,0,190,1.22
119,34,25,0,12,0,0,190,1.225
119,34,25,0,13,0,0,191,1.23
119,34,25,0,13,1,0,192,1.235
119,34,25,0,13,4,0,195,1.24
119,35,25,0,13,3,0,195,1.245
120,35,26,0,14,3,0,198,1.25
120,37,26,0,14,1,0,198,1.255
121,37,26,0,14,0,0,198,1.26
121,38,26,0,14,0,0,199,1.265
121,38,26,0,14,0,0,199,1.27
121,38,26,0,14,0,0,199,1.275
121,38,27,0,14,0,0,200,1.28
121,38,27,0,14,0,0,200,1.285
121,38,27,0,14,0,0,200,1.29
121,38,27,0,14,0,0,200,1.295
121,38,27,0,14,0,0,200,1.3
121,38,27,0,14,0,0,200,1.305
121,38,27,0,14,1,0,201,1.31
121,38,27,0,14,1,0,201,1.315
122,38,27,0,14,1,0,202,1.32
122,38,27,0,14,2,0,203,1.325
122,38,28,0,14,2,0,204,1.33
122,39,28,0,15,1,0,205,1.335
123,39,28,0,15,0,0,205,1.34
123,39,28,0,15,0,0,205,1.345
123,39,28,0,15,0,0,205,1.35
123,39,28,0,15,0,0,205,1.355
123,39,28,0,15,1,0,206,1.36
123,39,28,0,16,0,0,206,1.365
123,39,28,0,16,0,0,206,1.37
123,39,28,0,17,0,0,207,1.375
123,39,28,0,17,1,0,208,1.38
123,39,28,0,17,2,0,209,1.385
123,39,29,0,17,1,0,209,1.39
123,39,29,0,17,2,0,210,1.395
123,41,29,0,17,0,0,210,1.4
123,41,29,0,17,1,0,211,1.405
123,41,29,0,18,1,0,212,1.41
123,42,29,0,18,1,0,213,1.415
123,43,29,0,18,0,0,213,1.42
123,43,29,0,18,0,0,213,1.425
123,43,29,0,18,0,0,213,1.43
124,43,29,0,18,0,0,214,1.435
124,43,30,0,18,0,0,215,1.44
125,43,31,0,18,1,0,218,1.445
125,43,31,0,18,1,0,218,1.45
125,44,32,0,18,0,0,219,1.455
126,44,32,0,18,0,0,220,1.46
126,44,33,0,18,0,0,221,1.465
126,44,34,0,18,0,0,222,1.47
126,44,34,0,18,0,0,222,1.475
126,44,34,0,19,0,0,223,1.48
126,44,34,0,19,1,0,224,1.485
126,44,34,0,19,2,0,225,1.49
127,44,34,0,19,3,0,227,1.495
127,44,35,0,19,5,0,230,1.5
127,45,35,0,19,4,0,230,1.505
127,45,35,0,19,5,0,231,1.51
128,46,35,0,19,3,0,231,1.515
128,46,36,0,19,2,0,231,1.52
128,48,36,0,19,0,0,231,1.525
128,48,36,0,19,0,0,231,1.53
128,48,36,0,19,1,0,232,1.535
128,48,38,0,19,1,0,234,1.54
129,48,38,0,19,1,0,235,1.545
129,48,38,0,19,1,0,235,1.55
130,49,38,0,20,0,0,237,1.555
130,50,38,0,20,0,0,238,1.56
130,50,39,0,20,1,0,240,1.565
130,50,40,0,20,0,0,240,1.57
130,51,40,0,20,0,0,241,1.575
130,51,40,0,20,1,0,242,1.58
131,51,40,0,20,0,0,242,1.585
131,51,40,0,20,2,0,244,1.59
131,51,41,0,20,1,0,244,1.595
131,52,42,0,20,0,0,245,1.6
131,52,42,0,20,0,0,245,1.605
132,52,42,0,20,0,0,246,1.61
132,52,42,0,20,0,0,246,1.615
132,52,42,0,21,0,0,247,1.62
132,53,42,0,21,0,0,248,1.625
132,53,42,0,21,0,0,248,1.63
132,54,42,0,21,1,0,250,1.635
132,54,42,0,21,2,0,251,1.64
132,54,44,0,21,0,0,251,1.645
132,55,44,0,21,0,0,252,1.65
132,55,44,0,21,2,0,254,1.655
132,56,45,0,21,2,0,256,1.66
132,56,45,0,22,1,0,256,1.665
133,56,45,0,22,2,0,258,1.67
133,57,45,0,22,1,0,258,1.675
133,57,45,0,22,2,0,259,1.68
134,57,46,0,22,1,0,260,1.685
134,57,46,0,22,2,0,261,1.69
135,57,46,0,22,2,0,262,1.695
135,59,46,0,22,0,0,262,1.7
136,59,47,0,22,1,0,265,1.705
136,60,47,0,22,2,0,267,1.71
137,60,47,0,22,2,0,268,1.715
138,60,48,0,22,1,0,269,1.72
138,60,48,0,22,1,0,269,1.725
138,62,48,0,22,0,0,270,1.73
138,62,48,0,22,2,0,272,1.735
138,62,49,0,23,2,0,274,1.74
140,62,49,0,23,0,0,274,1.745
140,62,49,0,24,1,0,276,1.75
140,63,50,0,24,2,0,279,1.755
140,64,50,0,24,2,0,280,1.76
140,65,50,0,25,1,0,281,1.765
140,65,50,0,26,2,0,283,1.77
140,66,50,0,26,2,0,284,1.775
140,67,50,0,26,3,0,286,1.78
141,68,51,0,26,2,0,288,1.785
141,69,51,0,26,2,0,289,1.79
141,70,51,0,27,1,0,290,1.795
141,70,53,0,27,0,0,291,1.8
141,70,53,0,27,0,0,291,1.805
141,70,53,0,27,1,0,292,1.81
141,71,53,0,27,1,0,293,1.815
141,71,53,0,27,2,0,294,1.82
142,72,53,0,28,0,0,295,1.825
142,72,53,0,28,0,0,295,1.83
142,72,53,0,28,0,0,295,1.835
142,72,53,0,28,0,0,295,1.84
142,72,53,0,28,0,0,295,1.845
142,72,53,0,28,2,0,297,1.85
142,72,53,0,28,2,0,297,1.855
142,72,53,0,29,1,0,297,1.86
142,72,53,0,30,2,0,299,1.865
142,73,54,0,30,1,0,300,1.87
142,74,54,0,30,3,0,303,1.875
143,75,54,0,30,3,0,305,1.88
143,76,55,0,30,5,0,309,1.885
143,77,55,0,31,5,0,311,1.89
143,79,56,0,31,3,0,312,1.895
143,80,57,0,31,3,0,314,1.9
144,80,57,0,31,2,0,314,1.905
144,80,58,0,31,1,0,314,1.91
144,80,58,0,31,4,0,317,1.915
144,80,59,0,32,3,0,318,1.92
144,80,59,0,32,4,0,319,1.925
146,80,60,0,32,3,0,321,1.93
146,80,61,0,32,3,0,322,1.935
146,80,61,0,33,3,0,323,1.94
146,82,61,0,33,2,0,324,1.945
146,82,61,0,34,2,0,325,1.95
146,85,61,0,34,4,0,330,1.955
147,85,61,0,36,1,0,330,1.96
149,85,61,0,36,1,0,332,1.965
149,85,61,0,36,1,0,332,1.97
149,86,61,0,36,1,0,333,1.975
149,86,61,0,37,2,0,335,1.98
150,87,61,0,38,2,0,338,1.985
150,88,61,0,38,6,0,343,1.99
150,90,62,0,38,5,0,345,1.995
151,91,65,0,38,3,0,348,2
151,91,65,0,40,2,0,349,2.005
151,91,66,0,40,3,0,351,2.01
151,92,67,0,40,3,0,353,2.015
151,92,69,0,40,2,0,354,2.02
151,93,69,0,40,1,0,354,2.025
151,93,69,0,40,2,0,355,2.03
151,94,69,0,40,2,0,356,2.035
151,94,69,0,40,3,0,357,2.04
151,95,69,0,40,2,0,357,2.045
151,95,69,0,40,4,0,359,2.05
152,96,70,0,40,3,0,361,2.055
152,96,71,0,40,2,0,361,2.06
152,96,71,0,40,3,0,362,2.065
152,97,71,0,40,2,0,362,2.07
153,97,71,0,40,3,0,364,2.075
153,97,71,0,40,5,0,366,2.08
153,98,71,0,41,5,0,368,2.085
153,98,72,0,41,5,0,369,2.09
153,98,74,0,41,5,0,371,2.095
153,98,75,0,42,5,0,373,2.1
154,99,75,0,43,2,0,373,2.105
154,100,75,0,43,3,0,375,2.11
154,101,75,0,43,4,0,377,2.115
155,102,75,0,44,4,0,380,2.12
155,102,75,0,45,4,0,381,2.125
155,103,76,0,45,3,0,382,2.13
155,104,77,0,45,3,0,384,2.135
156,104,77,0,45,5,0,387,2.14
156,104,78,0,45,6,0,389,2.145
156,104,78,0,46,6,0,390,2.15
156,105,78,0,46,5,0,390,2.155
156,105,79,0,48,4,0,392,2.16
157,105,81,0,48,1,0,392,2.165
157,105,82,0,48,3,0,395,2.17
157,105,82,0,48,3,0,395,2.175
158,107,82,0,48,1,0,396,2.18
158,107,82,0,48,4,0,399,2.185
160,108,82,0,49,3,0,402,2.19
160,109,82,0,49,4,0,404,2.195
160,109,82,0,49,5,0,405,2.2
160,109,82,0,49,6,0,406,2.205
160,109,85,0,49,3,0,406,2.21
160,112,86,0,49,3,0,410,2.215
160,113,86,0,49,6,0,414,2.22
161,115,87,0,49,7,0,419,2.225
161,116,88,0,50,5,0,420,2.23
161,117,89,0,51,5,0,423,2.235
162,118,89,0,51,5,0,425,2.24
162,119,90,0,51,8,0,430,2.245
163,120,92,0,51,4,0,430,2.25
163,121,92,0,51,5,0,432,2.255
163,122,94,0,51,4,0,434,2.26
163,123,94,0,51,5,0,436,2.265
163,124,94,0,51,7,0,439,2.27
163,124,96,0,52,5,0,440,2.275
164,125,96,0,53,3,0,441,2.28
165,125,97,0,53,4,0,444,2.285
165,126,97,0,53,4,0,445,2.29
165,128,99,0,53,4,0,449,2.295
165,128,100,0,53,4,0,450,2.3
165,128,102,0,53,5,0,453,2.305
166,128,103,0,53,4,0,454,2.31
166,128,104,0,55,2,0,455,2.315
166,128,104,0,56,2,0,456,2.32
166,129,104,0,56,5,0,460,2.325
166,130,105,0,58,3,0,462,2.33
166,130,106,0,58,5,0,465,2.335
166,130,107,0,58,6,0,467,2.34
166,130,107,0,58,9,0,470,2.345
169,130,110,0,58,5,0,472,2.35
169,132,110,0,58,3,0,472,2.355
170,133,110,0,58,3,0,474,2.36
170,133,111,0,58,3,0,475,2.365
170,135,112,0,58,5,0,480,2.37
170,135,115,0,58,2,0,480,2.375
170,135,115,0,58,2,0,480,2.38
170,135,116,0,58,3,0,482,2.385
170,135,117,0,58,6,0,486,2.39
170,137,118,0,58,6,0,489,2.395
171,138,119,0,58,4,0,490,2.4
172,139,119,0,58,4,0,492,2.405
172,139,119,0,59,5,0,494,2.41
173,139,119,0,61,2,0,494,2.415
173,139,120,0,61,2,0,495,2.42
174,139,121,0,61,2,0,497,2.425
174,139,121,0,61,3,0,498,2.43
174,139,121,0,61,4,0,499,2.435
174,139,121,0,61,6,0,501,2.44
174,140,121,0,62,8,0,505,2.445
174,140,123,0,62,7,0,506,2.45
174,143,123,0,62,6,0,508,2.455
176,144,125,0,62,3,0,510,2.46
176,145,126,0,62,3,0,512,2.465
176,145,126,0,62,4,0,513,2.47
177,145,126,0,62,6,0,516,2.475
177,147,127,0,62,4,0,517,2.48
177,148,127,0,62,8,0,522,2.485
178,148,127,0,63,6,0,522,2.49
178,148,127,0,63,6,0,522,2.495
179,149,127,0,63,7,0,525,2.5
179,151,127,0,64,7,0,528,2.505
180,151,128,0,64,6,0,529,2.51
180,151,129,0,65,7,0,532,2.515
180,153,129,0,65,7,0,534,2.52
181,155,129,0,65,6,0,536,2.525
184,157,129,0,65,6,0,541,2.53
184,157,131,0,65,8,0,545,2.535
185,159,131,0,65,8,0,548,2.54
185,160,132,0,65,8,0,550,2.545
186,160,132,0,65,10,0,553,2.55
188,160,133,0,65,11,0,557,2.555
192,162,133,0,65,9,0,561,2.56
193,164,134,0,66,7,0,564,2.565
194,164,136,0,66,7,0,567,2.57
195,164,139,0,67,6,0,571,2.575
197,165,141,0,68,4,0,575,2.58
197,166,141,0,68,9,0,581,2.585
197,166,142,0,68,11,0,584,2.59
199,167,142,0,68,11,0,587,2.595
200,167,142,0,68,11,0,588,2.6
201,167,143,0,69,13,0,593,2.605
201,168,143,0,69,16,0,597,2.61
201,170,144,0,69,15,0,599,2.615
201,171,145,0,69,15,0,601,2.62
201,173,145,0,69,22,0,610,2.625
202,174,147,0,69,19,0,611,2.63
202,175,149,0,69,16,0,611,2.635
204,176,152,0,71,9,0,612,2.64
204,176,153,0,71,11,0,615,2.645
205,176,155,0,71,10,0,617,2.65
205,177,156,0,72,10,0,620,2.655
205,178,157,0,72,9,0,621,2.66
208,178,157,0,73,8,0,624,2.665
208,178,158,0,73,11,0,628,2.67
209,179,158,0,74,10,0,630,2.675
211,180,159,0,75,6,0,631,2.68
212,181,161,0,75,5,0,634,2.685
212,182,162,0,75,5,0,636,2.69
212,183,162,0,76,10,0,643,2.695
212,183,165,0,76,11,0,647,2.7
214,184,165,0,76,11,0,650,2.705
214,185,165,0,76,10,0,650,2.71
214,185,168,0,76,10,0,653,2.715
214,185,169,0,76,12,0,656,2.72
215,185,171,0,76,12,0,659,2.725
219,187,171,0,76,8,0,661,2.73
219,187,173,0,76,7,0,662,2.735
220,189,174,0,76,5,0,664,2.74
220,189,175,0,76,7,0,667,2.745
