growth_rate_per_hr,cell_size,nutrient_type,cm_type,useless_type,model_k,model_ri,model_fU,model_fE,model_fR,model_fQ,model_a,model_e,model_r,model_ra,model_q,model_u,model_ra_over_r,model_growth_rate,model_asat
0.42,1.36,6,0,0,1.3400132834646,0,0,0.313456842189288,0.0684907130166473,0.618052444794065,6.7214990621203e-05,0.31343577319058,0.0684861094140142,0.0684861094140142,0.618010902404785,0,1,0.420008099588373,5.11610799491124e-05
0.47,1.67,5,0,0,1.52695523668935,0,0,0.307820061433394,0.0741240761763767,0.61805586239023,7.27442099987766e-05,0.307797669306203,0.0741186840790133,0.0741186840790133,0.618010902404785,0,1,0.469993262987885,5.11610799491124e-05
0.7,1.7,4,0,0,2.47407303044535,0,0,0.282967701164695,0.0989613714617934,0.618070927373512,9.71166351115716e-05,0.282940220293712,0.098951760666391,0.098951760666391,0.618010902404785,0,1,0.700014768256941,5.11610799491124e-05
0.98,2.32,3,0,0,3.85651918743148,0,0,0.25414574237224,0.12776585756161,0.61808840006615,0.000125382811514625,0.254113876864527,0.127749837919174,0.127749837919174,0.618010902404785,0,1,0.979995041920648,5.11610799491124e-05
1.29,3.33,2,0,0,5.78027071918491,0,0,0.223207586131263,0.158685254849058,0.61810715901968,0.000155728037590458,0.223172826451899,0.158660543105725,0.158660543105725,0.618010902404785,0,1,1.28999935405765,5.11610799491124e-05
1.83,6.6,1,0,0,10.7287105165913,0,0,0.170604082669423,0.211256862518347,0.61813905481223,0.00020731970654068,0.17056871308107,0.211213064807605,0.211213064807605,0.618010902404785,0,1,1.82998234583432,5.11610799491124e-05
0.74,2.28,3,1,0,3.85651918743148,0.102608637602352,0,0.191921550663941,0.189952318925122,0.618126130410937,0.000186415038102006,0.191885773600761,0.189916908956352,0.0873082713539995,0.618010902404785,0,0.459718262232592,0.740011167686469,5.11610799491124e-05
0.55,2.23,3,1,0,3.85651918743148,0.177140596745494,0,0.142640660366144,0.239203327389511,0.618156012244345,0.000234746304631195,0.142607175998233,0.239147175292351,0.0620065785468571,0.618010902404785,0,0.259282086317999,0.549967310502603,5.11610799491124e-05
0.45,2.42,3,1,0,3.85651918743148,0.215191828931599,0,0.116718998196568,0.265109267961799,0.618171733841633,0.000260172744956252,0.116688631094419,0.26504029375584,0.0498484648242412,0.618010902404785,0,0.188078816688011,0.45001194477074,5.11610799491124e-05
0.3,2.44,3,1,0,3.85651918743148,0.271368953197816,0,0.0778132914008865,0.303991385266842,0.618195323332271,0.000298321453634004,0.0777900780266838,0.303900698114897,0.0325317449170813,0.618010902404785,0,0.107047285902522,0.299998928501698,5.11610799491124e-05
0.88,2.67,3,0,1,3.85651918743148,0,0.0361182133702,0.228201160616873,0.117598393819196,0.618082232193731,0.000115405014464113,0.228174825058631,0.117584822374856,0.117584822374856,0.618010902404785,0.0361140451472636,1,0.879960590927433,5.11610799491124e-05
0.73,2.79,3,0,1,3.85651918743148,0,0.0905139954545552,0.189308735108166,0.102104435812993,0.618072833624286,0.000100200520281271,0.189289766274415,0.102094204895401,0.102094204895401,0.618010902404785,0.0905049259051179,1,0.7299996156217,5.11610799491124e-05
0.61,3.22,3,0,1,3.85651918743148,0,0.134325587698968,0.158193655661064,0.0894156193361133,0.618065137303854,8.77494875474014e-05,0.158179774248847,0.0894077731613378,0.0894077731613378,0.618010902404785,0.134313800697483,1,0.610023334454257,5.11610799491124e-05
0.4,5.39,3,0,1,3.85651918743148,0,0.212022765666256,0.103724604213597,0.0662015744932354,0.618051055626912,6.49674840965149e-05,0.103717865487022,0.0661972735434973,0.0661972735434973,0.618010902404785,0.212008991080599,1,0.399989938330138,5.11610799491124e-05
0.24,7.13,3,0,1,3.85651918743148,0,0.275313097103096,0.062246687265746,0.0443976152964692,0.618042600334689,5.12876133244482e-05,0.0622434947817188,0.0443953382487433,0.0443953382487433,0.618010902404785,0.275298976951429,1,0.24004323191849,5.11610799491124e-05
1.12,3.11,2,0,1,5.78027071918491,0,0.0463006635844917,0.193782578570365,0.141819830596003,0.61809692724914,0.000139176948731163,0.193755608502363,0.141800092544711,0.141800092544711,0.618010902404785,0.0462942195994098,1,1.11995987050406,5.11610799491124e-05
0.95,3.23,2,0,1,5.78027071918491,0,0.0928122323356519,0.164372372466924,0.124728836551686,0.618086558645738,0.000122403957656989,0.164352252638005,0.124713569248458,0.124713569248458,0.618010902404785,0.0928008717510951,1,0.950000513555541,5.11610799491124e-05
0.84,3.52,2,0,1,5.78027071918491,0,0.123079981957553,0.145338505918533,0.11350176293147,0.618079749192445,0.00011138819505058,0.145322316924687,0.113489120174962,0.113489120174962,0.618010902404785,0.123066272300515,1,0.84000233336388,5.11610799491124e-05
0.65,4.24,2,0,1,5.78027071918491,0,0.175807282415785,0.112452191515585,0.0936728068244055,0.618067719244225,9.19265602635182e-05,0.112441854172425,0.0936641958054839,0.0936641958054839,0.618010902404785,0.175791121057043,1,0.649944357283727,5.11610799491124e-05
0.52,6.05,2,0,1,5.78027071918491,0,0.212313354423777,0.08996847353649,0.0796589534091992,0.618059218630534,7.81741041837771e-05,0.0899614403316665,0.0796527261418763,0.0796527261418763,0.618010902404785,0.212296757017488,1,0.520001479404833,5.11610799491124e-05
0.42,7.61,2,0,1,5.78027071918491,0,0.240806765136908,0.0726567808483627,0.0684840136562276,0.618052440358502,6.72078144254399e-05,0.0726518977449186,0.0684794109953467,0.0684794109953467,0.618010902404785,0.240790581040524,1,0.41994763722817,5.11610799491124e-05
1.71,8.69542953702427,7,0,0,9.3873625557903,0,0,0.182195505016001,0.199672468060098,0.618132026923901,0.000195952505032339,0.182159803350388,0.199633341739795,0.199633341739795,0.618010902404785,0,1,1.71000011714155,5.11610799491124e-05
1.63,7.67243782678612,7,1,0,9.3873625557903,0.0194783301004375,0,0.173668160406826,0.208194641018522,0.618137198574653,0.000204317375105082,0.173632676984152,0.208152103235958,0.18867377313552,0.618010902404785,0,0.906422612130144,1.62995289038266,5.11610799491124e-05
0.98,6.11237546867294,7,1,0,9.3873625557903,0.169561544346891,0,0.104421757907288,0.277399050809794,0.618179191282918,0.000272233165570171,0.104393330841579,0.277323533588066,0.107761989241175,0.618010902404785,0,0.388578595717893,0.979978045016466,5.11610799491124e-05
0.96,5.16610813670265,7,1,0,9.3873625557903,0.174018146860225,0,0.102290139032421,0.279529377734146,0.618180483233433,0.000274322521087915,0.102262078543599,0.279452696530528,0.105434549670302,0.618010902404785,0,0.377289433880215,0.959971206997472,5.11610799491124e-05
0.78,4.83363583087525,7,1,0,9.3873625557903,0.213799650922386,0,0.0831163638024519,0.298691525231669,0.618192110965879,0.000293126615302372,0.0830920001840542,0.298603970795858,0.084804319873472,0.618010902404785,0,0.284002652903262,0.780014731213511,5.11610799491124e-05
0.55,7.28881593544681,7,1,0,9.3873625557903,0.263961189102768,0,0.0586076973467499,0.323185327479055,0.618206975174195,0.000317163631734961,0.0585891091166118,0.323082824846868,0.0591216357441007,0.618010902404785,0,0.182992196419363,0.549997209098393,5.11610799491124e-05
0.38,8.33738243844091,7,1,0,9.3873625557903,0.300626182663994,0,0.0404943990830633,0.341287641706692,0.618217959210245,0.000334925251482978,0.0404808364862668,0.341173335857465,0.0405471531934717,0.618010902404785,0,0.118846196147085,0.38000828865825,5.11610799491124e-05
0.21,8.9511774645838,7,1,0,9.3873625557903,0.337018790760815,0,0.0223733695703197,0.359397679511569,0.618228950918112,0.000352698645061671,0.0223654785131868,0.359270920436967,0.0222521296761516,0.618010902404785,0,0.0619369072483999,0.209952855537022,5.11610799491124e-05
1.51,3.63162057134543,8,0,0,7.4903054958812,0,0,0.201628454351156,0.180251302601162,0.618120243047683,0.000176892189064408,0.201592787852488,0.180219417553663,0.180219417553663,0.618010902404785,0,1,1.5099915667815,5.11610799491124e-05
1.34,3.58047098583352,8,1,0,7.4903054958812,0.0469800210170632,0,0.178931094595007,0.202934898901557,0.618134006503436,0.000199154386194163,0.178895459682692,0.202894483526329,0.155914462509266,0.618010902404785,0,0.768450969190758,1.33998164484946,5.11610799491124e-05
1.17,3.40144743654185,8,1,0,7.4903054958812,0.0922211314780224,0,0.156240730424246,0.225611505727184,0.618147763848571,0.000221405708780149,0.156206137834586,0.225561554051849,0.133340422573827,0.618010902404785,0,0.591148713859172,1.17003169271277,5.11610799491124e-05
0.86,3.17127430173826,8,1,0,7.4903054958812,0.171765791816506,0,0.114841106459166,0.266986025389974,0.61817286815086,0.000262007206106258,0.114811017261717,0.266916073127392,0.0951502813108859,0.618010902404785,0,0.356480148220497,0.859969593583147,5.11610799491124e-05
0.69,3.35029785102994,8,1,0,7.4903054958812,0.214216235794091,0,0.0921472242620472,0.289666144428796,0.618186631309157,0.000284265132035404,0.0921210300191757,0.289583802444004,0.0753675666499126,0.618010902404785,0,0.260261679050527,0.690014657438869,5.11610799491124e-05
0.54,3.06897513071445,8,1,0,7.4903054958812,0.251194029473359,0,0.0721143999990725,0.309686817468931,0.618198782531996,0.000303915395047558,0.0720924833227081,0.309592698877459,0.0583986694041,0.618010902404785,0,0.188630641535946,0.539994724043804,5.11610799491124e-05
0.51,3.29914826551803,8,1,0,7.4903054958812,0.258541311816548,0,0.0681082978968038,0.313690489040533,0.618201213062663,0.000307845817602389,0.0680873310421522,0.313593920735461,0.0550526089189127,0.618010902404785,0,0.175553814276118,0.509994909904915,5.11610799491124e-05
0.31,3.01782554520254,8,1,0,7.4903054958812,0.307175118635813,0,0.0414030260821814,0.3403795615225,0.618217412395319,0.000334041045096955,0.0413891957720787,0.340265860778039,0.0330907421422267,0.618010902404785,0,0.0972496684403268,0.310017720561704,5.11610799491124e-05
1.03,2.65977844661919,9,0,0,4.13544303802621,0,0,0.249100311267727,0.13280822924684,0.618091459485433,0.000130331975004145,0.249067845532185,0.132790920088026,0.132790920088026,0.618010902404785,0,1,1.03000588780226,5.11610799491124e-05
0.87,2.3784557263037,9,1,0,4.13544303802621,0.066418602190455,0,0.210409937978248,0.171475143246323,0.618114918775428,0.000168279987238165,0.210374530196571,0.171446287411406,0.105027685220951,0.618010902404785,0,0.612598189244685,0.869991886279444,5.11610799491124e-05
0.75,2.27615655527988,9,1,0,4.13544303802621,0.112948935078526,0,0.181393537329243,0.200473950914357,0.6181325117564,0.000196736701762374,0.181357850562988,0.200434510330465,0.087485575251939,0.618010902404785,0,0.436479601779642,0.749995060502106,5.11610799491124e-05
0.67,2.09713300598821,9,1,0,4.13544303802621,0.143028470927784,0,0.162046784081639,0.219808973812077,0.618144242106285,0.000215709687831695,0.16201182902043,0.219761558886953,0.0767330879591696,0.618010902404785,0,0.34916519680606,0.669990690400431,5.11610799491124e-05
0.54,2.0459834204763,9,1,0,4.13544303802621,0.190813305237181,0,0.13060410848834,0.251232579091571,0.618163312420088,0.000246552993749353,0.130571907654397,0.251170636947069,0.0603573317098877,0.618010902404785,0,0.240304091447629,0.539972686471176,5.11610799491124e-05
0.46,2.02040862772034,9,1,0,4.13544303802621,0.21970083776488,0,0.111265263743497,0.270559697492408,0.618175038764095,0.000265517610737085,0.11123572085651,0.270487859127968,0.0507870213630882,0.618010902404785,0,0.187760816795333,0.460008987395882,5.11610799491124e-05
0.34,2.14828259150011,9,1,0,4.13544303802621,0.262530814150687,0,0.0822396000258468,0.299567756923096,0.618192643051057,0.000293987073956488,0.0822154226464719,0.299479687874787,0.0369488737240994,0.618010902404785,0,0.123376894060167,0.339997197201735,5.11610799491124e-05
0.25,2.25058176252393,9,1,0,4.13544303802621,0.294331380166825,0,0.060468003452927,0.321326149877198,0.618205846669875,0.000315338759962495,0.0604489355477008,0.321224823287552,0.0268934431207267,0.618010902404785,0,0.0837215593909826,0.249983129666834,5.11610799491124e-05
0.65,1.56006235811318,10,0,0,2.25512463917352,0,0,0.288254700625812,0.093677576935924,0.618067722438264,9.19317275706823e-05,0.288228200873203,0.0936689649944417,0.0936689649944417,0.618010902404785,0,1,0.649990517493814,5.11610799491124e-05
0.59,1.50891277260127,10,1,0,2.25512463917352,0.0419447288070475,0,0.261655593793528,0.120260557740788,0.618083848465684,0.000118019684675818,0.261624713282855,0.120246364627684,0.0783016358206367,0.618010902404785,0,0.651176740877614,0.589996337140874,5.11610799491124e-05
0.46,1.50891277260127,10,1,0,2.25512463917352,0.122759821216079,0,0.204021344003738,0.177859864659572,0.618118791336691,0.000174544009044364,0.203985733300425,0.177828820285746,0.0550689990696666,0.618010902404785,0,0.309674207933104,0.460013253205666,5.11610799491124e-05
0.43,1.63678673638104,10,1,0,2.25512463917352,0.140458572394409,0,0.190714593991035,0.191158545466896,0.618126860542069,0.000187596017397729,0.190678816692743,0.191122684885075,0.0506641124906656,0.618010902404785,0,0.265086860417071,0.430004497692255,5.11610799491124e-05
0.34,1.73908590740485,10,1,0,2.25512463917352,0.192411656432702,0,0.150807164108117,0.23104177892631,0.618151056965572,0.000226731895397102,0.150772971313959,0.230989394385859,0.0385777379531561,0.618010902404785,0,0.167010862363289,0.340011842531512,5.11610799491124e-05
0.31,1.84138507842867,10,1,0,2.25512463917352,0.209460279657144,0,0.137501457022901,0.244339413867572,0.618159129109527,0.000239787293856565,0.13746848592062,0.244280824380738,0.0348205447235944,0.618010902404785,0,0.142543094865779,0.310008569709468,5.11610799491124e-05
0.27,1.84138507842867,10,1,0,2.25512463917352,0.232028426398692,0,0.119766630875242,0.262063484518024,0.618169884606734,0.000257182056110256,0.119735829046861,0.261996086492244,0.0299676600935526,0.618010902404785,0,0.114382090567753,0.270019218275444,5.11610799491124e-05
0.24,1.89253466394058,10,1,0,2.25512463917352,0.248873407838892,0,0.106452209141689,0.275369835646252,0.618177955212059,0.000270234171027295,0.106423442117198,0.27529542130699,0.0264220134680977,0.618010902404785,0,0.0959769448494886,0.23999812650415,5.11610799491124e-05
0.36,1.15086567401792,11,0,0,1.12366474431403,0,0,0.320391485330512,0.0615602740986836,0.618048240570805,6.0413028577563e-05,0.320372129510552,0.0615565550560852,0.0615565550560852,0.618010902404785,0,1,0.359990866991817,5.11610799491124e-05
0.32,1.09971608850601,11,1,0,1.12366474431403,0.0515801754053602,0,0.284810687938331,0.0971195008021102,0.618069811259558,9.53110048415429e-05,0.284783542345474,0.0971102442448991,0.0455300688395388,0.618010902404785,0,0.46884928766854,0.320001226294472,5.11610799491124e-05
0.28,1.02299171023815,11,1,0,1.12366474431403,0.0965619619694688,0,0.249221338014915,0.13268727464218,0.618091387342905,0.000130215271994611,0.249188885590598,0.132669996732622,0.0361080347631533,0.618010902404785,0,0.272164284709556,0.280004765413058,5.11610799491124e-05
0.23,0.971842124726242,11,1,0,1.12366474431403,0.14957071843034,0,0.204721914607504,0.177159718007487,0.618118367385009,0.000173858254170934,0.20468632201284,0.177128917328205,0.0275581988978648,0.618010902404785,0,0.155582720842819,0.229998803689137,5.11610799491124e-05
0.21,0.997416917482195,11,1,0,1.12366474431403,0.170278332734768,0,0.186916814937832,0.194954021758106,0.618129163304062,0.000191320692014017,0.186881053883449,0.194916723019752,0.0246383902849839,0.618010902404785,0,0.126404701983868,0.209991651629083,5.11610799491124e-05
0.801,1.99615067209644,12,0,0,2.9403314525774,0,0,0.272441701498438,0.109480989452896,0.618077309048666,0.000107440675962025,0.272412430177868,0.109469226741385,0.109469226741385,0.618010902404785,0,1,0.800982836525033,5.11610799491124e-05
0.814,2.12171498856703,13,0,0,3.00299635984178,0,0,0.271095825394807,0.110826049391584,0.618078125213609,0.000108761022404412,0.271066340735667,0.110813995837143,0.110813995837143,0.618010902404785,0,1,0.814011234504841,5.11610799491124e-05
1.093,2.82036772380078,14,0,0,4.5025533647363,0,0,0.242780461341571,0.139124246088464,0.618095292569965,0.000136532612680879,0.242747313890876,0.139105251091658,0.139105251091658,0.618010902404785,0,1,1.09298273494006,5.11610799491124e-05
1.37,3.79590587484146,15,0,0,6.36324607714176,0,0,0.21533262660524,0.166555438442291,0.61811193495247,0.00016345348143531,0.215297429737755,0.166528214376025,0.166528214376025,0.618010902404785,0,1,1.36999052519747,5.11610799491124e-05
1.548,4.90022794021095,16,0,0,7.82251482497823,0,0,0.19792437450528,0.183953137806704,0.618122487688016,0.00018052293105864,0.197888644617066,0.18391993004709,0.18391993004709,0.618010902404785,0,1,1.54798685621185,5.11610799491124e-05
1.838,7.75601124045215,17,0,0,10.8244970970686,0,0,0.169833265650678,0.21202721211751,0.618139522231813,0.000208075721421712,0.169797927471406,0.211983094402387,0.211983094402387,0.618010902404785,0,1,1.83797717300251,5.11610799491124e-05
2.419,12.8526346500145,18,0,0,21.185666544457,0,0,0.11421151597619,0.267615231621778,0.618173252402032,0.000262628634636404,0.114181520761689,0.267544948198889,0.267544948198889,0.618010902404785,0,1,2.41901162439614,5.11610799491124e-05
